Chr	Start (kb)	Stop (kb)	LOD score
5	31348748	31348783	lod=23
5	31348822	31348843	lod=21
5	31348894	31348919	lod=37
5	31348939	31348958	lod=17
5	31349155	31349244	lod=193
5	31349245	31349276	lod=40
5	31349284	31349324	lod=131
5	31349753	31349788	lod=29
5	31350491	31350525	lod=20
5	31350573	31350579	lod=15
5	31350663	31350670	lod=19
5	31350719	31350731	lod=21
5	31351979	31351992	lod=22
5	31352046	31352059	lod=17
5	31352068	31352147	lod=145
5	31352151	31352204	lod=133
5	31352230	31352271	lod=35
5	31352288	31352301	lod=24
5	31352316	31352385	lod=76
5	31352412	31352598	lod=137
5	31353160	31353170	lod=19
5	31353236	31353252	lod=39
5	31353260	31353358	lod=135
5	31353509	31353861	lod=658
5	31353867	31353911	lod=62
5	31353938	31353968	lod=27
5	31354785	31354936	lod=61
5	31355639	31355664	lod=22
5	31356039	31356051	lod=17
5	31356413	31356423	lod=17
5	31358164	31358196	lod=32
5	31358224	31358265	lod=32
5	31358271	31358336	lod=77
5	31358391	31358402	lod=17
5	31358434	31358448	lod=21
5	31358611	31358633	lod=24
5	31358640	31358892	lod=597
5	31358920	31359144	lod=433
5	31359151	31359390	lod=387
5	31359983	31360023	lod=35
5	31360102	31360143	lod=26
5	31360287	31360299	lod=16
5	31360422	31360447	lod=26
5	31360508	31360564	lod=51
5	31360575	31360672	lod=78
5	31360680	31360709	lod=22
5	31360721	31360863	lod=145
5	31360881	31360890	lod=21
5	31360928	31360935	lod=19
5	31361158	31361173	lod=17
5	31361274	31361355	lod=37
5	31362030	31362045	lod=19
5	31362427	31362456	lod=20
5	31362890	31362913	lod=18
5	31363407	31363417	lod=19
5	31363584	31363648	lod=65
5	31363664	31363671	lod=21
5	31363688	31363873	lod=300
5	31363892	31364289	lod=531
5	31364351	31364364	lod=20
5	31364374	31364612	lod=333
5	31364813	31365045	lod=372
5	31365075	31365114	lod=20
5	31365213	31365253	lod=27
5	31365294	31365373	lod=44
5	31365586	31365655	lod=38
5	31367062	31367092	lod=23
5	31367452	31367487	lod=36
5	31367498	31367686	lod=178
5	31367695	31367851	lod=170
5	31367924	31367943	lod=18
5	31368932	31369106	lod=102
5	31369129	31369193	lod=23
5	31369288	31369338	lod=37
5	31369360	31369389	lod=21
5	31370222	31370241	lod=22
5	31370273	31370281	lod=15
5	31370351	31370619	lod=215
5	31370625	31370679	lod=38
5	31371329	31371451	lod=34
5	31373406	31373434	lod=24
5	31373514	31373569	lod=23
5	31374303	31374459	lod=80
5	31374468	31374505	lod=23
5	31374563	31374577	lod=28
5	31374628	31374770	lod=94
5	31374778	31374822	lod=30
5	31375719	31375816	lod=88
5	31375847	31376037	lod=155
5	31376752	31376788	lod=34
5	31378240	31378281	lod=24
5	31381422	31381525	lod=43
5	31383201	31383219	lod=17
5	31383518	31383531	lod=17
5	31383716	31384115	lod=327
5	31384141	31384174	lod=39
5	31385020	31385031	lod=16
5	31385071	31385096	lod=23
5	31385110	31385239	lod=95
5	31385243	31385294	lod=67
5	31385316	31385546	lod=258
5	31385624	31385655	lod=42
5	31389455	31389521	lod=31
5	31390515	31390539	lod=19
5	31390580	31390607	lod=31
5	31394984	31395013	lod=27
5	31395017	31395293	lod=82
5	31396514	31396532	lod=21
5	31396645	31396745	lod=97
5	31396799	31396904	lod=83
5	31396919	31397028	lod=56
5	31400545	31400576	lod=24
5	31401387	31401478	lod=50
5	31401500	31401580	lod=56
5	31402181	31402212	lod=34
5	31402281	31402402	lod=77
5	31402471	31402524	lod=72
5	31402565	31402579	lod=17
5	31402867	31402898	lod=24
5	31402908	31403245	lod=201
5	31403774	31403791	lod=20
5	31403892	31403904	lod=17
5	31403951	31404042	lod=33
5	31404234	31404268	lod=27
5	31404756	31404809	lod=48
5	31404889	31404915	lod=23
5	31410946	31410989	lod=21
5	31412334	31412501	lod=121
5	31413411	31413571	lod=66
5	31414517	31414551	lod=24
5	31414595	31414646	lod=33
5	31415541	31415608	lod=57
5	31415632	31415697	lod=65
5	31418398	31418604	lod=127
5	31418643	31418697	lod=50
5	31418718	31418725	lod=16
5	31418763	31419103	lod=467
5	31419131	31419158	lod=28
5	31419176	31419209	lod=24
5	31435662	31435692	lod=22
5	31436338	31436395	lod=51
5	31437039	31437062	lod=30
5	31437124	31437143	lod=28
5	31437180	31437214	lod=47
5	31437219	31437237	lod=31
5	31437246	31437273	lod=20
5	31437286	31437460	lod=524
5	31440103	31440123	lod=18
5	31441414	31441451	lod=24
5	31441476	31441492	lod=17
5	31441511	31441604	lod=228
5	31441792	31441807	lod=17
5	31442705	31442815	lod=323
5	31443262	31443325	lod=33
5	31443369	31443492	lod=68
5	31443529	31443605	lod=28
5	31443706	31443748	lod=31
5	31443769	31443798	lod=30
5	31443844	31443884	lod=19
5	31444913	31445026	lod=382
5	31445043	31445051	lod=19
5	31445107	31445207	lod=322
5	31445216	31445224	lod=18
5	31446082	31446136	lod=28
5	31446603	31446637	lod=114
5	31446641	31446754	lod=319
5	31447837	31447867	lod=24
5	31448294	31448478	lod=257
5	31449243	31449274	lod=22
5	31451083	31451091	lod=17
5	31451160	31451251	lod=51
5	31455758	31455777	lod=17
5	31456304	31456320	lod=20
5	31456648	31456672	lod=19
5	31457130	31457256	lod=444
5	31457292	31457300	lod=25
5	31457343	31457371	lod=32
5	31457462	31457467	lod=15
5	31457579	31457609	lod=26
5	31458644	31458810	lod=474
5	31458847	31458851	lod=23
5	31458885	31458895	lod=18
5	31458910	31458939	lod=34
5	31458949	31459093	lod=146
5	31459352	31459373	lod=21
5	31459875	31459905	lod=24
5	31460284	31460538	lod=383
5	31460961	31460986	lod=21
5	31463972	31463996	lod=23
5	31464288	31464322	lod=24
5	31464525	31464550	lod=18
5	31464617	31464835	lod=111
5	31464916	31464950	lod=31
5	31464993	31465041	lod=34
5	31465332	31465414	lod=241
5	31465446	31465502	lod=65
5	31465539	31465560	lod=19
5	31465587	31465627	lod=39
5	31466681	31466749	lod=39
5	31466793	31466841	lod=39
5	31467425	31467589	lod=411
5	31468785	31468818	lod=28
5	31468848	31468895	lod=23
5	31469104	31469329	lod=123
5	31470744	31470760	lod=21
5	31471143	31471186	lod=22
5	31471225	31471324	lod=48
5	31471348	31471381	lod=32
5	31471424	31471455	lod=29
5	31471625	31471731	lod=278
5	31472672	31472860	lod=213
5	31472864	31472903	lod=70
5	31473014	31473059	lod=26
5	31473089	31473164	lod=171
5	31476177	31476267	lod=30
5	31477910	31477952	lod=26
5	31477992	31478021	lod=23
5	31478140	31478178	lod=29
5	31478200	31478224	lod=17
5	31478353	31478434	lod=36
5	31479403	31479413	lod=18
5	31480688	31480717	lod=18
5	31480724	31480756	lod=29
5	31483796	31483838	lod=26
5	31484405	31484491	lod=265
5	31485142	31485324	lod=553
5	31487390	31487544	lod=390
5	31488060	31488083	lod=25
5	31488313	31488338	lod=24
5	31488402	31488471	lod=56
5	31488503	31488612	lod=32
5	31496380	31496445	lod=24
5	31498036	31498152	lod=29
5	31498239	31498265	lod=26
5	31499932	31499951	lod=26
5	31500093	31500235	lod=400
5	31501817	31501842	lod=23
5	31502043	31502160	lod=306
5	31502955	31503151	lod=169
5	31503204	31503256	lod=25
5	31503455	31503495	lod=30
5	31503534	31503556	lod=24
5	31503625	31503710	lod=59
5	31503751	31503786	lod=54
5	31503795	31503957	lod=527
5	31504123	31504238	lod=113
5	31504460	31504509	lod=28
5	31505714	31505803	lod=52
5	31505813	31505825	lod=24
5	31506924	31507137	lod=114
5	31507190	31507262	lod=27
5	31507521	31507538	lod=19
5	31507916	31508098	lod=491
5	31508236	31508357	lod=79
5	31508384	31508398	lod=28
5	31508444	31508467	lod=28
5	31508478	31508502	lod=33
5	31508527	31508614	lod=96
5	31508655	31508700	lod=22
5	31511786	31511839	lod=24
5	31512683	31512711	lod=18
5	31512761	31513101	lod=265
5	31515411	31515543	lod=39
5	31516840	31516897	lod=30
5	31517144	31517197	lod=44
5	31517396	31517436	lod=31
5	31519293	31519315	lod=19
5	31519359	31519528	lod=191
5	31520421	31520451	lod=25
5	31520728	31520854	lod=237
5	31520897	31520908	lod=17
5	31521326	31521414	lod=42
5	31521475	31521512	lod=23
5	31521560	31521618	lod=33
5	31521740	31521894	lod=126
5	31521915	31521990	lod=53
5	31522349	31522452	lod=231
5	31523424	31523517	lod=41
5	31523547	31523587	lod=50
5	31523913	31523979	lod=26
5	31526434	31526489	lod=29
5	31526566	31526584	lod=19
5	31526626	31526694	lod=28
5	31526768	31526786	lod=24
5	31528012	31528067	lod=37
5	31528729	31528901	lod=159
5	31529062	31529164	lod=229
5	31531028	31531042	lod=20
5	31531142	31531238	lod=194
5	31534163	31534235	lod=26
5	31538730	31538802	lod=35
5	31539752	31539779	lod=28
5	31540359	31540370	lod=22
5	31540412	31540531	lod=309
5	31540603	31540620	lod=33
5	31540626	31540692	lod=90
5	31540813	31540830	lod=17
5	31540881	31540910	lod=23
5	31544482	31544640	lod=463
5	31546114	31546131	lod=17
5	31546893	31547061	lod=363
5	31547173	31547185	lod=21
5	31550842	31550948	lod=282
5	31550959	31551090	lod=190
5	31551248	31551405	lod=124
5	31551422	31551440	lod=17
5	31556972	31557150	lod=259
5	31557239	31557271	lod=24
5	31561938	31561995	lod=59
5	31561999	31562157	lod=146
5	31562221	31562268	lod=57
5	31562290	31562331	lod=36
5	31562341	31562375	lod=55
5	31562428	31562514	lod=87
5	31562527	31562610	lod=49
5	31562633	31562688	lod=55
5	31562710	31562781	lod=86
5	31564896	31564921	lod=18
5	31567533	31567551	lod=19
5	31567847	31567856	lod=16
5	31567937	31567969	lod=42
5	31568126	31568153	lod=28
5	31568304	31568342	lod=108
5	31570125	31570286	lod=413
5	31570413	31570426	lod=22
5	31570460	31570472	lod=16
5	31571193	31571249	lod=30
5	31571581	31571589	lod=21
5	31571605	31571667	lod=206
5	31571671	31571709	lod=99
5	31571719	31571761	lod=110
5	31574106	31574229	lod=250
5	31574241	31574293	lod=45
5	31574487	31574575	lod=253
5	31576559	31576580	lod=20
5	31576797	31576856	lod=119
5	31576872	31576878	lod=29
5	31577139	31577167	lod=72
5	31577171	31577242	lod=158
5	31577249	31577272	lod=67
5	31578584	31578622	lod=20
5	31581421	31581438	lod=19
5	31581499	31581587	lod=156
5	31586369	31586399	lod=18
5	31586731	31586777	lod=21
5	31587147	31587242	lod=164
5	31587255	31587302	lod=73
5	31588626	31588696	lod=76
5	31590470	31590485	lod=24
5	31607488	31607550	lod=25
5	31611898	31612059	lod=34
5	31613863	31613929	lod=26
5	31617946	31618011	lod=27
5	31619744	31619845	lod=61
5	31619855	31619872	lod=26
5	31619906	31619961	lod=42
5	31640089	31640166	lod=24
5	31640331	31640415	lod=47
5	31641869	31642055	lod=122
5	31642680	31642754	lod=30
5	31643477	31643495	lod=29
5	31643692	31643718	lod=19
5	31644087	31644106	lod=26
5	31648591	31648643	lod=26
5	31648656	31648714	lod=34
5	31650161	31650240	lod=24
5	31650278	31650302	lod=21
5	31653693	31653743	lod=29
5	31658197	31658240	lod=31
5	31658268	31658289	lod=22
5	31659501	31659568	lod=22
5	31662137	31662317	lod=133
5	31662382	31662398	lod=16
5	31663528	31663555	lod=21
5	31667790	31667992	lod=119
5	31669713	31669838	lod=38
5	31670821	31670822	lod=17
5	31671406	31671451	lod=22
5	31672035	31672079	lod=22
5	31672095	31672221	lod=31
5	31672574	31672762	lod=113
5	31673796	31673808	lod=16
5	31674031	31674296	lod=364
5	31674716	31674733	lod=20
5	31674872	31675001	lod=104
5	31676777	31676803	lod=22
5	31676837	31676880	lod=26
5	31676896	31676979	lod=70
5	31680288	31680306	lod=28
5	31680627	31680682	lod=26
5	31680694	31680704	lod=18
5	31681613	31681635	lod=21
5	31682394	31682453	lod=41
5	31682485	31682605	lod=78
5	31682687	31682736	lod=43
5	31682867	31682889	lod=17
5	31686410	31686432	lod=18
5	31686949	31687000	lod=29
5	31687065	31687079	lod=17
5	31687203	31687225	lod=27
5	31687269	31687318	lod=39
5	31691544	31691560	lod=19
5	31691752	31691799	lod=35
5	31692833	31692882	lod=24
5	31692902	31692955	lod=42
5	31693320	31693396	lod=50
5	31693433	31693463	lod=21
5	31697020	31697037	lod=17
5	31697182	31697220	lod=26
5	31697251	31697278	lod=18
5	31699031	31699045	lod=17
5	31699250	31699272	lod=17
5	31699283	31699342	lod=71
5	31699352	31699580	lod=227
5	31699822	31699833	lod=16
5	31700535	31700629	lod=88
5	31702252	31702374	lod=66
5	31702387	31702430	lod=30
5	31704362	31704377	lod=27
5	31704409	31704436	lod=34
5	31704447	31704488	lod=40
5	31704516	31704603	lod=61
5	31708776	31708845	lod=72
5	31710341	31710354	lod=17
5	31715087	31715184	lod=62
5	31716618	31716632	lod=21
5	31716643	31716683	lod=28
5	31717013	31717029	lod=17
5	31717092	31717116	lod=21
5	31717782	31717826	lod=27
5	31717858	31717879	lod=20
5	31717913	31717944	lod=26
5	31718371	31718389	lod=17
5	31718864	31718914	lod=25
5	31718937	31719062	lod=88
5	31720748	31720773	lod=18
5	31721098	31721118	lod=23
5	31722645	31722725	lod=23
5	31725850	31725957	lod=44
5	31737608	31737783	lod=229
5	31737806	31737868	lod=41
5	31738643	31738665	lod=18
5	31738678	31738754	lod=103
5	31738770	31738783	lod=16
5	31740404	31740462	lod=32
5	31743992	31744046	lod=45
5	31744091	31744126	lod=26
5	31747743	31747840	lod=59
5	31752031	31752083	lod=24
5	31758297	31758540	lod=633
5	31758858	31759077	lod=496
5	31759090	31759125	lod=31
5	31759236	31759250	lod=18
5	31759270	31759300	lod=35
5	31759314	31759333	lod=29
5	31759353	31759376	lod=27
5	31759800	31759818	lod=31
5	31759850	31759865	lod=20
5	31759885	31760014	lod=113
5	31760144	31760185	lod=28
5	31760613	31760667	lod=65
5	31760681	31760911	lod=418
5	31761219	31761748	lod=1118
5	31765318	31765353	lod=28
5	31766137	31766165	lod=25
5	31773630	31773654	lod=17
5	31774332	31774373	lod=55
5	31775265	31775389	lod=46
5	31780360	31780453	lod=28
5	31781894	31781917	lod=31
5	31784520	31784587	lod=48
5	31784611	31784650	lod=31
5	31784874	31784919	lod=31
5	31789897	31790069	lod=129
5	31790382	31790456	lod=43
5	31790480	31790506	lod=29
5	31790767	31790846	lod=59
5	31790863	31790876	lod=32
5	31790897	31790936	lod=32
5	31790994	31791022	lod=18
5	31791115	31791145	lod=25
5	31793798	31793828	lod=28
5	31793838	31793878	lod=28
5	31795024	31795041	lod=29
5	31795052	31795067	lod=18
5	31798831	31798905	lod=66
5	31801315	31801338	lod=21
5	31801437	31801477	lod=26
5	31805365	31805383	lod=17
5	31805451	31805464	lod=24
5	31805473	31805560	lod=52
5	31805742	31805763	lod=21
5	31805891	31806083	lod=103
5	31806788	31806815	lod=22
5	31810631	31810692	lod=27
5	31811342	31811352	lod=21
5	31811414	31811427	lod=21
5	31811443	31811464	lod=30
5	31815634	31815659	lod=22
5	31819287	31819390	lod=67
5	31819481	31819507	lod=24
5	31819827	31819859	lod=24
5	31819913	31819935	lod=23
5	31821028	31821047	lod=21
5	31821949	31821995	lod=48
5	31822053	31822084	lod=22
5	31822302	31822326	lod=28
5	31822354	31822378	lod=22
5	31822389	31822486	lod=79
5	31822741	31822784	lod=28
5	31825289	31825316	lod=18
5	31831229	31831331	lod=87
5	31832612	31832632	lod=20
5	31833142	31833191	lod=23
5	31833520	31833583	lod=62
5	31833640	31833715	lod=65
5	31833756	31833773	lod=23
5	31835084	31835186	lod=174
5	31835202	31835275	lod=165
5	31835304	31835593	lod=603
5	31840252	31840269	lod=19
5	31840602	31840630	lod=20
5	31842086	31842153	lod=41
5	31842510	31842741	lod=111
5	31843400	31843416	lod=17
5	31843793	31843824	lod=44
5	31843829	31843931	lod=64
5	31843958	31844003	lod=32
5	31844137	31844242	lod=67
5	31845108	31845127	lod=26
5	31848997	31849028	lod=19
5	31849356	31849451	lod=35
5	31849944	31850063	lod=35
5	31854614	31854643	lod=19
5	31857049	31857059	lod=16
5	31857095	31857132	lod=37
5	31857997	31858102	lod=35
5	31858314	31858322	lod=20
5	31858338	31858345	lod=21
5	31858420	31859003	lod=1499
5	31861527	31861568	lod=41
5	31867023	31867044	lod=21
5	31869887	31869901	lod=21
5	31873833	31873925	lod=27
5	31874971	31874989	lod=21
5	31875008	31875026	lod=17
5	31876331	31876342	lod=24
5	31876354	31876402	lod=112
5	31876406	31876857	lod=1109
5	31877266	31877527	lod=115
5	31878059	31878099	lod=24
5	31880094	31880153	lod=55
5	31880200	31880220	lod=17
5	31881742	31881759	lod=16
5	31882404	31882472	lod=36
5	31882565	31882583	lod=20
5	31882635	31882735	lod=98
5	31882752	31882762	lod=16
5	31883130	31883228	lod=254
5	31883232	31883999	lod=2019
5	31884003	31884018	lod=23
5	31884028	31884068	lod=77
5	31884076	31884093	lod=26
5	31885186	31885224	lod=26
5	31885309	31885344	lod=19
5	31886828	31886974	lod=64
5	31886984	31887062	lod=53
5	31887112	31887136	lod=18
5	31887386	31887437	lod=39
5	31887556	31887575	lod=20
5	31887581	31887597	lod=23
5	31887639	31887721	lod=67
5	31889531	31889544	lod=17
5	31889824	31889846	lod=19
5	31889859	31889904	lod=25
5	31890005	31890087	lod=75
5	31890226	31890245	lod=25
5	31895251	31895278	lod=19
5	31897906	31897919	lod=19
5	31899291	31899337	lod=30
5	31899355	31899439	lod=72
5	31899527	31899545	lod=31
5	31903049	31903106	lod=36
5	31906234	31906277	lod=30
5	31906358	31906468	lod=56
5	31911822	31911867	lod=20
5	31911964	31912023	lod=25
5	31916399	31916426	lod=18
5	31916438	31916450	lod=21
5	31916484	31916540	lod=39
5	31916556	31916569	lod=18
5	31917098	31917154	lod=36
5	31923707	31923725	lod=18
5	31924649	31924661	lod=16
5	31924924	31924953	lod=42
5	31924965	31925050	lod=88
5	31925067	31925089	lod=34
5	31925112	31925144	lod=33
5	31925154	31925189	lod=30
5	31925195	31925225	lod=44
5	31925241	31925256	lod=21
5	31925375	31925421	lod=26
5	31926448	31926461	lod=19
5	31926481	31926524	lod=33
5	31926542	31926659	lod=71
5	31926738	31926788	lod=25
5	31926903	31926915	lod=16
5	31937922	31938030	lod=37
5	31940386	31940639	lod=328
5	31940705	31940714	lod=15
5	31940843	31940890	lod=25
5	31940928	31941162	lod=109
5	31944222	31944629	lod=663
5	31944899	31945053	lod=280
5	31945065	31945257	lod=287
5	31945549	31945573	lod=23
5	31949727	31949758	lod=52
5	31949765	31949795	lod=32
5	31950685	31950703	lod=18
5	31950718	31950739	lod=18
5	31950753	31950777	lod=38
5	31952487	31952523	lod=26
5	31954768	31954794	lod=24
5	31954872	31954894	lod=33
5	31957857	31957908	lod=30
5	31957914	31958040	lod=104
5	31959229	31959312	lod=95
5	31959323	31959428	lod=97
5	31964297	31964356	lod=28
5	31969931	31969956	lod=22
5	31971451	31971470	lod=18
5	31971883	31971957	lod=94
5	31971966	31971978	lod=19
5	31972030	31972046	lod=21
5	31972065	31972125	lod=51
5	31972204	31972214	lod=17
5	31972490	31972563	lod=25
5	31972664	31972703	lod=26
5	31974686	31974694	lod=16
5	31975096	31975198	lod=91
5	31977223	31977317	lod=44
5	31977372	31977442	lod=27
5	31979066	31979200	lod=120
5	31980912	31980927	lod=17
5	31984219	31984234	lod=16
5	31984246	31984317	lod=43
5	31987745	31987770	lod=26
5	31987839	31987883	lod=34
5	31987909	31987918	lod=16
5	31987926	31988076	lod=123
5	31988154	31988280	lod=72
5	31988534	31988548	lod=25
5	31997206	31997248	lod=22
5	31998755	31998771	lod=18
5	31998808	31998828	lod=22
5	31998880	31998914	lod=24
5	31999513	31999531	lod=18
5	32000412	32000443	lod=18
5	32002949	32002972	lod=29
5	32003042	32003078	lod=40
5	32003783	32003853	lod=26
5	32008983	32008995	lod=17
5	32009013	32009032	lod=19
5	32010847	32010873	lod=18
5	32012189	32012225	lod=26
5	32014670	32014727	lod=38
5	32017214	32017240	lod=20
5	32017539	32017556	lod=25
5	32019011	32019131	lod=316
5	32019171	32019212	lod=78
5	32019225	32019249	lod=23
5	32019254	32019264	lod=16
5	32019335	32019347	lod=18
5	32019357	32019414	lod=42
5	32019450	32019524	lod=45
5	32019756	32019855	lod=52
5	32019865	32019926	lod=31
5	32019988	32020021	lod=47
5	32020464	32020694	lod=205
5	32021217	32021265	lod=27
5	32021290	32021568	lod=104
5	32022443	32022482	lod=35
5	32022530	32022566	lod=28
5	32022580	32022603	lod=22
5	32022677	32022726	lod=30
5	32023026	32023036	lod=20
5	32025934	32025949	lod=16
5	32026078	32026104	lod=31
5	32026134	32026151	lod=27
5	32026207	32026220	lod=18
5	32026273	32026286	lod=20
5	32026350	32026372	lod=31
5	32028993	32029038	lod=40
5	32029092	32029157	lod=83
5	32029260	32029305	lod=35
5	32029357	32029417	lod=48
5	32029439	32029454	lod=18
5	32029511	32029551	lod=25
5	32031424	32031597	lod=416
5	32033474	32033502	lod=21
5	32035956	32036140	lod=318
5	32046178	32046254	lod=49
5	32046267	32046314	lod=47
5	32046345	32046352	lod=17
5	32050098	32050111	lod=18
5	32050247	32050294	lod=27
5	32051703	32051715	lod=17
5	32051775	32051823	lod=24
5	32051968	32051980	lod=18
5	32054773	32054799	lod=21
5	32054829	32054843	lod=21
5	32055593	32055632	lod=29
5	32057009	32057051	lod=25
5	32063306	32063319	lod=19
5	32063681	32063806	lod=132
5	32068864	32068981	lod=42
5	32069014	32069025	lod=16
5	32073068	32073086	lod=20
5	32073132	32073213	lod=50
5	32078800	32078824	lod=24
5	32080926	32081089	lod=67
5	32082966	32083041	lod=32
5	32084412	32084468	lod=74
5	32084473	32084531	lod=71
5	32084544	32084549	lod=17
5	32084768	32084789	lod=25
5	32084807	32084830	lod=30
5	32087197	32087255	lod=21
5	32087406	32087439	lod=22
5	32087585	32087626	lod=29
5	32087673	32087703	lod=33
5	32088466	32088598	lod=247
5	32089629	32089749	lod=341
5	32089899	32089915	lod=18
5	32091671	32091703	lod=23
5	32091739	32091786	lod=36
5	32091851	32091865	lod=21
5	32093511	32093595	lod=104
5	32093729	32093865	lod=191
5	32093884	32093970	lod=139
5	32095098	32095221	lod=291
5	32095523	32095553	lod=19
5	32095970	32096095	lod=118
5	32096104	32096213	lod=171
5	32096230	32096380	lod=151
5	32096637	32096644	lod=16
5	32096762	32096785	lod=21
5	32096861	32097001	lod=260
5	32098094	32098136	lod=24
5	32102830	32102866	lod=23
5	32102876	32102926	lod=55
5	32102956	32103018	lod=44
5	32103021	32103046	lod=37
5	32103197	32103215	lod=20
5	32105402	32105516	lod=161
5	32105670	32105695	lod=26
5	32106210	32106234	lod=26
5	32107242	32107271	lod=48
5	32107278	32107289	lod=21
5	32107312	32107328	lod=19
5	32108011	32108072	lod=67
5	32108077	32108121	lod=41
5	32108180	32108190	lod=18
5	32109692	32109731	lod=33
5	32109756	32109780	lod=34
5	32109807	32109893	lod=68
5	32110043	32110055	lod=17
5	32110218	32110237	lod=23
5	32110321	32110358	lod=27
5	32110434	32110450	lod=17
5	32110500	32110509	lod=27
5	32113309	32113327	lod=30
5	32113468	32113475	lod=24
5	32123580	32123596	lod=25
5	32123809	32123828	lod=27
5	32123841	32123896	lod=77
5	32123958	32124002	lod=40
5	32124087	32124116	lod=43
5	32124703	32124728	lod=28
5	32125959	32125997	lod=65
5	32126233	32126363	lod=195
5	32126367	32126373	lod=15
5	32126403	32126429	lod=23
5	32126488	32126528	lod=44
5	32126740	32126813	lod=133
5	32126838	32126858	lod=43
5	32127018	32127044	lod=20
5	32128765	32128781	lod=42
5	32128786	32128893	lod=99
5	32129261	32129276	lod=19
5	32133131	32133252	lod=190
5	32134223	32134312	lod=156
5	32134326	32134399	lod=86
5	32136994	32137052	lod=61
5	32137084	32137105	lod=37
5	32143808	32143895	lod=152
5	32143905	32143999	lod=183
5	32144440	32144471	lod=22
5	32144502	32144558	lod=38
5	32145830	32145962	lod=50
5	32146254	32146426	lod=104
5	32146445	32146515	lod=35
5	32146579	32146792	lod=364
5	32149341	32149396	lod=28
5	32160445	32160453	lod=17
5	32160550	32161149	lod=1117
5	32161189	32161227	lod=27
5	32161316	32161371	lod=84
5	32161384	32161707	lod=530
5	32161721	32161767	lod=46
5	32161783	32162051	lod=260
5	32162074	32162086	lod=50
5	32162090	32162531	lod=1236
5	32167707	32167763	lod=30
5	32171429	32171551	lod=357
5	32179606	32179745	lod=347
5	32181339	32181360	lod=18
5	32199797	32199843	lod=29
5	32201752	32201811	lod=24
5	32202040	32202057	lod=18
5	32206895	32206924	lod=20
5	32209666	32209901	lod=612
5	32210042	32210052	lod=18
5	32210154	32210217	lod=79
5	32210856	32210900	lod=24
5	32217608	32217671	lod=34
5	32224263	32224281	lod=18
5	32227619	32227648	lod=23
5	32230065	32230246	lod=41
5	32230497	32230552	lod=25
5	32232983	32233016	lod=20
5	32238582	32238626	lod=29
5	32239019	32239055	lod=19
5	32244331	32244686	lod=325
5	32245001	32245552	lod=441
5	32254110	32254143	lod=21
5	32254152	32254170	lod=17
5	32254283	32254338	lod=29
5	32257791	32258212	lod=1173
5	32258224	32258234	lod=35
5	32258236	32258245	lod=24
5	32262877	32262935	lod=57
5	32262949	32262977	lod=40
5	32263015	32263169	lod=238
5	32263181	32263373	lod=221
5	32263383	32263431	lod=46
5	32263466	32263518	lod=59
5	32263561	32263583	lod=21
5	32263673	32263688	lod=27
5	32263815	32263846	lod=35
5	32264348	32264364	lod=17
5	32264504	32264589	lod=71
5	32265266	32265287	lod=24
5	32265640	32265684	lod=64
5	32265706	32265771	lod=29
5	32265872	32265914	lod=65
5	32265917	32265991	lod=107
5	32266010	32266021	lod=22
5	32266034	32266054	lod=53
5	32266073	32266174	lod=188
5	32266184	32266245	lod=89
5	32268488	32268503	lod=21
5	32269628	32269777	lod=248
5	32269796	32269817	lod=57
5	32270819	32270994	lod=395
5	32274857	32275038	lod=402
5	32277601	32277612	lod=17
5	32277670	32277694	lod=26
5	32277711	32277747	lod=27
5	32277913	32277983	lod=108
5	32278022	32278027	lod=18
5	32279378	32279469	lod=195
5	32283859	32283949	lod=167
5	32283956	32284003	lod=76
5	32284541	32284562	lod=18
5	32284627	32284663	lod=74
5	32284670	32284743	lod=170
5	32284799	32284830	lod=21
5	32288497	32288582	lod=32
5	32291088	32291149	lod=32
5	32291549	32291561	lod=22
5	32291607	32291645	lod=36
5	32292228	32292238	lod=16
5	32296745	32296779	lod=29
5	32298970	32299081	lod=84
5	32299679	32299701	lod=18
5	32299732	32299769	lod=30
5	32301703	32301722	lod=21
5	32303505	32303554	lod=24
5	32303615	32303637	lod=18
5	32304549	32304660	lod=109
5	32305496	32305522	lod=26
5	32306638	32306813	lod=207
5	32307685	32307791	lod=110
5	32309828	32310000	lod=115
5	32311143	32311201	lod=33
5	32312338	32312359	lod=20
5	32312444	32312471	lod=39
5	32312538	32312623	lod=119
5	32312649	32312681	lod=22
5	32312714	32312751	lod=19
5	32313078	32313093	lod=16
5	32313936	32313955	lod=17
5	32314128	32314158	lod=19
5	32316389	32316480	lod=35
5	32319279	32319311	lod=24
5	32335990	32336024	lod=29
5	32338642	32338681	lod=32
5	32338696	32338769	lod=71
5	32340719	32340806	lod=66
5	32342883	32342971	lod=30
5	32345026	32345147	lod=41
5	32347091	32347112	lod=22
5	32347164	32347237	lod=55
5	32348615	32348707	lod=94
5	32348769	32348817	lod=45
5	32348834	32348877	lod=41
5	32367552	32367594	lod=43
5	32386045	32386083	lod=30
5	32390182	32390197	lod=28
5	32390216	32390223	lod=19
5	32390251	32390262	lod=18
5	32390310	32390557	lod=367
5	32390577	32391343	lod=1451
5	32391364	32391382	lod=26
5	32391443	32391586	lod=238
5	32391591	32391815	lod=619
5	32393789	32393937	lod=42
5	32397983	32398014	lod=25
5	32399807	32399911	lod=229
5	32400017	32400144	lod=390
