FBgn	gene	chromosome	start	stop	strand	CME_W1_Cl.8+	Kc167	ML-DmBG3-c2	S2_DRSC
FBgn0260236	CG42510	chr2R	14402080	14412922	-	0	0.0653421	0.0339614	0
FBgn0034355	CG5226	chr2R	14402080	14412922	-	0.0577356	0	0	0
FBgn0034356	CG10924	chr2R	14414863	14423263	-	0.295111	1.56097	0.636611	0.273713
FBgn0003067	CG17725	chr2R	14424245	14427034	-	1.78372	15.0547	56.9497	52.4233
FBgn0085419	CG34390	chr2R	14427089	14436475	-	0.0158159	0.228035	0	0.16597
FBgn0050115	CG30115	chr2R	14441621	14499425	-	2.89111	9.0954	13.9597	10.6372
FBgn0034360	CG10927	chr2R	14500586	14501760	-	6.91223	9.65717	5.2099	7.60842
FBgn0067952	CG5497	chr2R	14501642	14502527	-	29.8774	21.1904	28.7935	23.8154
FBgn0034362	CG5323	chr2R	14502568	14503504	-	81.9592	77.8517	39.8921	48.0324
FBgn0034363	CG5327	chr2R	14503493	14505823	+	0	0	0	0
FBgn0034364	CG5493	chr2R	14504196	14505551	-	0.0732553	0.0621799	0	0.0480063
FBgn0034366	CG5489	chr2R	14507916	14512615	-	5.73733	5.52447	8.61171	5.49826
FBgn0034365	CG5335	chr2R	14508946	14510504	-	42.8496	13.5025	15.3702	38.0648
FBgn0034367	CG5341	chr2R	14512705	14515272	-	17.6115	28.2133	15.4024	28.0202
FBgn0000566	CG5345	chr2R	14515398	14516784	-	177.264	670.647	58.5226	75.8545
FBgn0034368	CG5482	chr2R	14517026	14519544	-	71.9856	226.887	62.5004	50.5652
FBgn0050122	CG30122	chr2R	14519788	14526950	-	115.522	95.8638	102.718	102.931
FBgn0053724	CG33724	chr2R	14527698	14528307	-	0.142868	0	0	0.749004
FBgn0034371	CG5473	chr2R	14528362	14545707	-	275.836	46.7712	90.8989	34.7319
FBgn0259202	CG42306	chr2R	14545919	14548277	-	133.207	89.0189	0	86.7468
FBgn0034372	CG5469	chr2R	14545919	14548277	-	0	0	91.1084	0
FBgn0053136	CG33136	chr2R	14552187	14553297	-	0.687972	1.68162	8.07667	0.050038
FBgn0023214	CG15085	chr2R	14555025	14561098	-	80.2878	57.9484	34.4728	16.019
FBgn0034374	CG15086	chr2R	14566184	14574280	-	0.0109697	0.0521986	0.0096789	0
FBgn0034376	CG15072	chr2R	14575616	14589246	-	9.20021	9.92783	15.1463	13.4176
FBgn0034377	CG15071	chr2R	14584139	14584759	+	0	0	0	0
FBgn0034378	CG18604	chr2R	14589416	14593356	-	9.34393	9.16927	15.7851	12.4408
FBgn0034379	CG15073	chr2R	14593486	14595743	-	4.06519	5.77603	4.43743	7.21383
FBgn0034380	CG15087	chr2R	14595651	14598392	-	8.50337	7.03503	10.3693	8.24545
NA	DMG4-MB6.chr2R.26.007	chr2R	14598730	14599448	-	0.352625	0.0997704	0	0.154057
FBgn0034381	CG15088	chr2R	14615327	14617763	-	0.0421159	0	0.0371603	0
FBgn0053147	CG33147	chr2R	14620020	14642036	-	0	0.0134714	0.0140037	0
FBgn0053998	CG33998	chr2R	14625993	14626707	+	0	0	0	0
FBgn0050121	CG30121	chr2R	14626632	14629163	-	0	0	0	0
FBgn0034382	CG18609	chr2R	14630018	14631153	-	0	0	0	0
FBgn0034383	CG17821	chr2R	14631311	14632501	-	0	0	0	0
FBgn0034387	CG15077	chr2R	14642499	14644588	-	0.0435339	0	0.307292	0.085587
FBgn0259682	CG42351	chr2R	14644578	14648712	-	0.16603	0.748278	13.0242	0.436763
FBgn0034389	Mctp	chr2R	14658984	14662295	-	0.0604342	0.938442	4.4799	4.28115
NA	noncoding_7854	chr2R	14662911	14664677	-	0.658757	1.08349	0.252817	2.2273
FBgn0034390	CG15093	chr2R	14663106	14664546	-	199.645	100.423	240.791	65.3192
FBgn0034391	CG15080	chr2R	14670706	14682105	-	0.0699273	0.154323	0.185098	0.21599
FBgn0034392	CG15094	chr2R	14682115	14684277	-	19.4856	12.6306	16.2378	53.6517
FBgn0010651	CG15095	chr2R	14684394	14689961	-	46.4898	43.6784	22.9913	44.814
FBgn0034394	CG15096	chr2R	14695811	14702543	-	0.255189	0.103157	0	0.167232
FBgn0010551	CG15081	chr2R	14706937	14709793	-	288.336	264.449	310.555	199.578
FBgn0034396	CG15097	chr2R	14709682	14713722	-	2.95986	1.93133	1.94245	6.54071
FBgn0034397	CG15082	chr2R	14717835	14720799	-	2.22951	0.729807	1.49476	1.17812
FBgn0034398	CG15098	chr2R	14720821	14722374	-	1154.07	588.266	831.775	337.32
FBgn0034399	CG15083	chr2R	14722657	14724411	-	38.4205	53.3801	71.9491	76.7242
FBgn0034400	CG15099	chr2R	14724325	14733533	-	13.129	19.9244	7.29921	41.0427
FBgn0034401	CG15100	chr2R	14734354	14738184	-	66.9552	50.6643	35.4108	70.9498
FBgn0034402	CG15084	chr2R	14738365	14739468	-	7.58399	9.13402	9.86711	10.094
FBgn0034403	CG18190	chr2R	14739389	14740585	-	1.37744	2.6664	2.77171	3.26692
FBgn0010053	CG15101	chr2R	14740884	14742698	-	34.3113	67.2887	102.008	9.48206
FBgn0034405	CG15102	chr2R	14743119	14745568	-	132.975	86.7483	281.882	117.846
FBgn0034406	CG15106	chr2R	14747845	14749705	-	2.55307	0.0760375	0.474244	0.293526
FBgn0004240	CG12763	chr2R	14753269	14753765	-	0.938436	0.132759	0	0.307492
FBgn0068165	CG10794	chr2R	14754864	14755400	-	97.585	0	0.285205	2.85967
NA	DMG8-chr2R.27.007	chr2R	14755352	14755735	-	0.288661	0	0	0
FBgn0028669	CG30329	chr2R	14796463	14799219	-	0.0844456	0	0	0
FBgn0034408	CG12758	chr2R	14834763	14847015	-	2.63919	9.28135	2.59264	2.83553
FBgn0014269	CG18608	chr2R	14856909	14858656	-	46.4791	38.3912	49.1104	41.3576
FBgn0041702	CG15107	chr2R	14858758	14860062	-	13.4003	27.5995	10.7803	15.1956
FBgn0034410	CG15104	chr2R	14860295	14864771	-	8.9227	11.1322	10.5244	7.58568
FBgn0034411	CG18605	chr2R	14864995	14866831	-	4.39627	2.45647	7.64785	6.81429
FBgn0034412	CG15105	chr2R	14874845	14896469	-	0	0.0149826	0.232781	0
NA	noncoding_7904	chr2R	14889103	14890421	+	0	0	0	0
FBgn0004572	CG15113	chr2R	14909830	14916482	-	0	0	0	0
FBgn0050126	CG30126	chr2R	14916540	14916761	-	0	0	0	0
FBgn0034413	CG15115	chr2R	14922870	14923892	-	0	0	0	0
FBgn0034415	CG15116	chr2R	14942669	14943450	-	0	0	0	0
FBgn0034416	CG15109	chr2R	14946881	14948586	+	0	0	0	0
FBgn0004168	CG16720	chr2R	14977356	15009463	-	0.0334746	0.0142068	0	0
FBgn0050125	CG30125	chr2R	14981772	14983679	-	0	0	0	0
FBgn0034417	CG15117	chr2R	15009732	15014765	-	80.3934	3.6158	1.31703	6.5914
FBgn0027535	CG15110	chr2R	15017020	15021223	-	16.2904	26.7662	15.7732	23.6917
FBgn0034418	CG15118	chr2R	15021128	15024740	-	38.2821	27.3506	43.7489	24.9485
FBgn0034419	CG15111	chr2R	15024780	15028759	-	43.8842	33.453	18.3901	28.6851
FBgn0000578	CG15112	chr2R	15029125	15051202	-	46.1988	34.9965	69.0311	45.672
FBgn0034420	CG10737	chr2R	15051650	15065748	-	28.8481	28.0829	18.7136	69.0882
FBgn0034421	CG7097	chr2R	15066220	15114708	-	15.6308	17.7178	31.9805	17.0384
FBgn0034422	CG7137	chr2R	15114834	15116118	-	23.9257	20.9238	17.3788	23.2417
FBgn0010434	CG11949	chr2R	15116502	15131502	-	91.1043	90.1006	44.5882	147.473
FBgn0004003	CG7225	chr2R	15136878	15138464	-	0	0	0	0.0735726
FBgn0053454	CG33454	chr2R	15138532	15139171	-	0	0	0	0
FBgn0053453	CG33453	chr2R	15140006	15140733	-	0	0	0	0
FBgn0034423	CG7229	chr2R	15146522	15149799	+	0	0	0	0
FBgn0003254	CG7230	chr2R	15158143	15168944	-	0.041808	0.0532077	0.0183707	0.0273314
FBgn0034425	CG11906	chr2R	15168915	15171476	-	9.99127	14.9341	8.81588	14.8811
FBgn0034426	CG10476	chr2R	15172055	15172724	-	0.11596	0	0	0
FBgn0034427	CG10474	chr2R	15172890	15174284	-	0.174855	0	0	0
FBgn0034428	CG18606	chr2R	15175487	15176500	-	0	0.0650034	0	0
FBgn0034429	CG18607	chr2R	15176631	15177305	+	0	0	0	0
FBgn0013954	CG11001	chr2R	15177546	15178549	-	964.162	806.434	1062.89	447.926
FBgn0034430	CG15119	chr2R	15178609	15179708	-	47.1535	84.6024	59.9787	45.4263
FBgn0086358	Tab2	chr2R	15180032	15191590	-	62.9101	23.7986	35.3306	28.0833
FBgn0034432	CG7461	chr2R	15192667	15194689	-	91.6963	97.4701	40.3857	71.0786
FBgn0034433	CG9834	chr2R	15194951	15198197	-	13.157	24.4147	16.8885	9.01199
FBgn0034434	CG9811	chr2R	15198652	15212998	-	1.42213	0.788411	74.8206	4.49163
FBgn0050127	CG30127	chr2R	15213377	15218595	-	0.111222	0.283219	0.0245338	0.0182217
FBgn0054045	CG34045	chr2R	15220213	15222705	+	0	0	0	0
FBgn0034435	CG9975	chr2R	15229313	15233067	-	0.0254603	0.23772	0	0.0166848
FBgn0034436	CG11961	chr2R	15244986	15249989	-	53.6868	27.451	17.3489	45.6413
FBgn0034437	CG10051	chr2R	15251116	15254799	-	0.13868	0.0235425	0.0734171	0
FBgn0034438	CG9416	chr2R	15254745	15260863	-	0.12129	9.3481	0.68492	0.31794
FBgn0034439	CG10062	chr2R	15264219	15267734	-	0.0273642	86.0091	0.0241443	0.07173
NA	noncoding_7983	chr2R	15265922	15266521	-	0	11.8054	0	0
FBgn0034440	CG10073	chr2R	15269120	15272480	-	0.0280569	2.07191	0	0.0183865
FBgn0034441	CG10081	chr2R	15273424	15276829	-	0	1.2252	0.0249723	0
FBgn0034442	CG11257	chr2R	15277608	15279405	-	3.42908	2.83671	4.20441	3.76591
FBgn0261439	CG17246	chr2R	15279279	15283590	-	152.786	138.073	159.486	94.4065
FBgn0034443	CG10460	chr2R	15283691	15284434	-	16.4937	4.6345	43.96	43.6825
FBgn0004873	CG9325	chr2R	15284485	15312453	-	88.2915	108.742	91.8894	46.1557
FBgn0085226	CG34197	chr2R	15289402	15292897	-	0	6.9334	0	3.08378
FBgn0012051	CG7563	chr2R	15312577	15318122	-	12.5914	25.4677	11.672	28.8655
FBgn0020440	CG10023	chr2R	15318159	15324835	-	8.46643	12.2277	6.4625	8.20342
FBgn0040273	CG7626	chr2R	15324951	15329430	-	40.0397	50.2741	42.2255	39.3973
FBgn0013325	CG7726	chr2R	15329813	15331330	-	2087.03	1844.58	2730.76	2565.03
FBgn0034446	CG7735	chr2R	15331683	15332563	-	0	0.0932698	0.0969536	0
FBgn0023211	CG9291	chr2R	15332570	15333887	-	85.9112	83.0403	80.5805	86.8984
FBgn0003887	CG9277	chr2R	15334740	15339184	-	2880.52	1387.61	3715.28	1377.51
NA	noncoding_8016	chr2R	15335381	15336107	-	12.2929	27.0011	12.1675	8.82646
FBgn0034447	CG7744	chr2R	15339916	15343126	-	14.2221	38.6394	10.029	30.9875
FBgn0260934	CG8201	chr2R	15343678	15373159	-	70.702	76.7925	48.7885	59.2173
FBgn0002716	mei-W68	chr2R	15343700	15347029	+	0	0	0	0
NA	noncoding_8037	chr2R	15350028	15352475	+	0	0	0	0
FBgn0034451	CG11242	chr2R	15372680	15374409	-	31.5502	30.2891	23.9728	32.3295
FBgn0034452	CG11237	chr2R	15374495	15379351	-	2.7099	1.09747	0.281298	0.255354
FBgn0026378	CG8432	chr2R	15379513	15381630	-	22.6396	19.4367	22.6494	22.3788
FBgn0261456	CG11228	chr2R	15381500	15384422	-	56.1072	33.988	51.9054	25.5822
FBgn0034454	CG15120	chr2R	15385258	15387878	-	0	0	0	0.0475572
FBgn0040732	CG16926	chr2R	15387762	15389022	-	0.347881	0	0.920841	0.0455952
FBgn0034455	CG11007	chr2R	15390583	15391773	-	47.1332	29.6042	41.9898	53.8719
FBgn0143803	CG15121	chr2R	15395671	15396949	-	0.0632253	0	0	0
FBgn0034457	CG15122	chr2R	15397273	15398976	+	0	0	0	0
FBgn0034458	CG15904	chr2R	15399177	15401076	-	0.0408517	0	0	0
NA	noncoding_8049	chr2R	15400170	15400865	-	0	0	0	0
FBgn0003435	CG9218	chr2R	15415864	15519006	-	1.56789	3.06257	7.60399	1.04277
FBgn0034459	CG16716	chr2R	15481193	15484431	-	0.363239	0	0	0
FBgn0034460	CG18367	chr2R	15524066	15524974	-	0.140794	0	0.248454	0
FBgn0034461	CG15124	chr2R	15530513	15531203	-	0.112431	0	0	0
FBgn0034462	CG15905	chr2R	15533884	15535139	-	1.19657	0	0	0
NA	noncoding_8060	chr2R	15535790	15536439	-	4.43769	0	0	0
FBgn0034463	CG15125	chr2R	15545077	15547163	-	0.480568	0	0	0
FBgn0034464	CG11018	chr2R	15549916	15551341	+	0	0	0	0
FBgn0015949	CG9854	chr2R	15551396	15557371	-	41.1605	53.5611	30.5132	41.8207
FBgn0028372	CG11025	chr2R	15558046	15560987	-	5.60311	8.51564	9.00241	6.14615
FBgn0040730	CG15127	chr2R	15568272	15568878	-	0	0	0	0
FBgn0085227	CG34198	chr2R	15570028	15570478	-	0.517183	0	0	0.112975
FBgn0034467	CG15128	chr2R	15573110	15575622	-	0.0376955	0.159982	0	0.0247029
FBgn0040729	CG15126	chr2R	15578350	15578511	+	0	0	0	0
FBgn0034468	CG11797	chr2R	15585093	15586118	-	0.098699	0	0	0
FBgn0046880	CG30129	chr2R	15586219	15586848	-	0	0	0	0
FBgn0046879	CG30128	chr2R	15587677	15588573	-	0	0	0.0927496	0
FBgn0034470	CG11218	chr2R	15590560	15591440	-	0	0	0	0
FBgn0068110	CG8462	chr2R	15599730	15600519	+	0	0	0	0
NA	noncoding_8077	chr2R	15599853	15601115	+	0	0	0	0
FBgn0043533	CG30450	chr2R	15600800	15601489	+	0	0	0	0
FBgn0034472	CG8517	chr2R	15601550	15602388	-	0.0998422	0	0	0
FBgn0034473	CG12501	chr2R	15656928	15659480	-	0.228281	0	0.03357	0.0498663
FBgn0034474	CG13873	chr2R	15670896	15671693	-	0	0	0.0938947	0.0697375
FBgn0034475	CG13874	chr2R	15696134	15703739	+	0	0	0	0
FBgn0034476	CG8595	chr2R	15714409	15720473	-	0.422173	0.119448	3.07028	1.71027
FBgn0043532	CG30448	chr2R	15752220	15756903	+	0	0	0	0
FBgn0034477	CG13872	chr2R	15766333	15768460	-	0	0	0	0
NA	noncoding_8086	chr2R	15833253	15834254	-	0	0	0	0
FBgn0050447	CG30447	chr2R	15834687	15835588	+	0	0	0	0
FBgn0034478	CG10822	chr2R	15838849	15839474	+	0	0	0	0
FBgn0034479	CG8654	chr2R	15868349	15872360	-	0.0342505	0.0281524	0	0.242533
FBgn0034480	CG16898	chr2R	15891123	15892609	-	0.380548	0.0461447	0	0
FBgn0004364	CG8896	chr2R	15999015	16004437	-	0.300466	0.376485	10.8443	0.431313
FBgn0034481	CG11041	chr2R	16033477	16034413	+	0	0	0	0
FBgn0034483	CG16894	chr2R	16099106	16100124	-	0.0762057	0	0.201717	0.0499397
FBgn0034484	CG11044	chr2R	16119335	16122477	-	0	0.0631943	0	0
FBgn0034485	CG11099	chr2R	16123712	16126713	-	0	0.132494	0	0
FBgn0034486	CG13869	chr2R	16126074	16127009	-	0	0.285388	0	0
FBgn0034487	CG11048	chr2R	16127449	16130387	-	0.0309277	0.442128	0.21385	0.0991126
FBgn0034488	CG11208	chr2R	16129968	16132962	-	74.6604	56.8961	102.424	63.0214
FBgn0034489	CG11209	chr2R	16133264	16135129	-	0.0954799	0.0405222	0.210613	0
FBgn0034490	CG9864	chr2R	16135635	16141444	-	0	0	0	0
FBgn0025720	CG9204	chr2R	16141249	16144909	-	39.9952	30.9428	45.5498	33.3258
FBgn0034491	CG11055	chr2R	16145127	16149246	-	31.3697	36.4935	21.5939	25.9942
FBgn0005655	CG9193	chr2R	16149210	16150388	-	228.184	527.126	218.982	189.248
FBgn0003114	CG9183	chr2R	16150460	16151224	-	0.118802	0.20168	0.104823	0
FBgn0010411	CG8900	chr2R	16151473	16158544	-	2646.4	2708.38	3725.67	3103.91
FBgn0034493	CG8908	chr2R	16151698	16158856	+	0	0	0	0
FBgn0034494	CG10444	chr2R	16159155	16162040	-	95.6825	293.105	19.3391	101.192
FBgn0034495	CG11788	chr2R	16162110	16163649	-	10.8581	34.1894	17.2097	17.5332
FBgn0034496	CG9143	chr2R	16163465	16166501	-	38.5525	27.6154	15.8226	20.2843
FBgn0034497	CG9090	chr2R	16166528	16168743	-	0.353083	1.28443	0.356043	0.231385
FBgn0034498	CG16868	chr2R	16169127	16174658	-	13.0752	15.7991	14.3327	15.6718
FBgn0085228	CG34199	chr2R	16175019	16175851	-	0	0.0849658	0	0
FBgn0034499	CG9036	chr2R	16175859	16179478	-	0	0.101072	0	0.0390166
FBgn0026136	CG8914	chr2R	16177079	16178062	-	0	0.148141	0	0
FBgn0034500	CG11200	chr2R	16192013	16214311	-	54.4425	81.6376	42.7443	54.0741
FBgn0027529	CG8920	chr2R	16193795	16213478	-	16.1359	50.5773	14.6026	23.9189
FBgn0034501	CG13868	chr2R	16196216	16201124	-	72.9218	46.7225	15.8353	65.5243
FBgn0034502	CG13871	chr2R	16204827	16206544	-	0	6.17449	0	0
FBgn0068533	CG13867	chr2R	16213346	16214311	-	0	0	0	0
FBgn0034504	CG8929	chr2R	16214705	16218289	-	42.6468	59.0006	37.5328	36.6137
FBgn0034505	CG16739	chr2R	16229341	16230279	-	0	0.09571	0	0
FBgn0034506	CG13870	chr2R	16231349	16233523	-	0.0403839	0.0685565	0	0
FBgn0042198	CG16741	chr2R	16234541	16235101	+	0	0	0	0
FBgn0034507	CG11192	chr2R	16241610	16242558	-	0	0	0	0
FBgn0086604	CG12484	chr2R	16319299	16361643	-	0	0.020891	0	0
FBgn0034509	CG13421	chr2R	16391060	16391731	-	0	0	0.112396	0
FBgn0043534	CG30142	chr2R	16391755	16392322	+	0	0	0	0
FBgn0043535	CG30141	chr2R	16392527	16394398	+	0	0	0	0
FBgn0034510	CG13426	chr2R	16399170	16400825	-	0	0	0	0
FBgn0034511	CG13422	chr2R	16413832	16414331	+	0	0	0	0
FBgn0050151	CG30151	chr2R	16416008	16416969	-	0	0	0	0
FBgn0050154	CG30154	chr2R	16420679	16421520	-	0	0	0.531989	0
FBgn0034512	CG18067	chr2R	16421899	16422994	-	0.0750265	0	0	0.049167
FBgn0034513	CG13423	chr2R	16424004	16425801	+	0	0	0	0
FBgn0034514	CG13427	chr2R	16426382	16426819	-	0	0	0	0
FBgn0034515	CG13428	chr2R	16426880	16428026	-	0	0	0	0
FBgn0050148	CG30148	chr2R	16434534	16435186	-	0.118984	0	0	6.86166
FBgn0050145	CG30145	chr2R	16435320	16435841	-	0	0.144405	0	0
FBgn0043536	CG30150	chr2R	16435871	16437678	-	0	0	0	0.177253
FBgn0034517	CG18066	chr2R	16436757	16437597	-	0.219766	0.652889	0.678675	0
FBgn0034519	CG18065	chr2R	16437837	16439591	-	5.00705	3.1549	6.13436	3.33851
FBgn0034518	CG13430	chr2R	16437838	16439591	-	0	0	0	0
FBgn0034520	CG13424	chr2R	16444363	16447458	-	0.279157	0.169785	0.100065	0.207069
FBgn0034521	CG13431	chr2R	16446586	16449929	-	21.3768	19.2923	11.1068	16.5605
FBgn0028622	CG13432	chr2R	16450539	16469403	-	0.320733	0	1.15234	0.427935
FBgn0034523	CG13434	chr2R	16473716	16474838	-	16.2646	20.7502	24.9618	21.7695
FBgn0015907	CG13425	chr2R	16474969	16494448	-	86.86	74.4429	151.664	82.9077
NA	noncoding_8174	chr2R	16477216	16479973	-	0	0	0	0
FBgn0050147	CG30147	chr2R	16494340	16505854	-	9.38153	11.6685	10.8743	19.7203
FBgn0034527	CG9945	chr2R	16506007	16508606	-	36.0645	13.696	24.2215	15.1513
FBgn0034528	CG11180	chr2R	16508400	16510933	-	16.0206	26.8736	7.47019	11.9806
FBgn0034529	CG16742	chr2R	16510942	16515820	-	2.08811	4.52852	1.40529	3.12879
FBgn0034530	CG11175	chr2R	16515690	16521068	-	1.14256	2.11796	0.129639	2.98075
FBgn0250850	CG30149	chr2R	16521322	16528211	-	24.1246	37.9454	17.7874	27.5342
FBgn0034532	CG13436	chr2R	16523841	16525928	-	0.552423	1.14456	0.313092	0.877304
FBgn0034534	CG9954	chr2R	16528455	16530040	-	70.831	68.5586	79.1566	100.201
FBgn0034535	CG11110	chr2R	16529215	16530040	+	0	0	0	0
FBgn0061362	CG33785	chr2R	16529965	16531285	-	0	0	0	0
FBgn0061361	CG33786	chr2R	16529965	16531285	-	132.422	68.5617	99.7127	92.9938
FBgn0034537	CG11132	chr2R	16531535	16533574	-	32.277	30.6289	24.6997	30.3104
FBgn0070840	CG11136	chr2R	16533798	16549932	-	0.586302	0.173901	0.293616	0.311442
FBgn0034538	CG16799	chr2R	16540061	16542654	-	0.140285	0	0.0510434	0
FBgn0034539	CG11159	chr2R	16543062	16544242	-	0	0	0	0
FBgn0034541	CG13437	chr2R	16548597	16549932	+	0	0	0	0
FBgn0034542	CG9025	chr2R	16549936	16558602	-	23.0639	24.279	22.8601	30.0957
NA	noncoding_8200	chr2R	16553724	16554713	-	0	0	0	0
FBgn0000615	CG8994	chr2R	16554864	16558602	-	0	0	0	0
FBgn0034543	CG30152	chr2R	16558546	16560153	-	23.4014	25.4638	20.1388	27.8562
FBgn0041240	CG13441	chr2R	16573110	16574415	-	0	0	0	0
FBgn0034545	CG13438	chr2R	16580334	16581192	-	0	0	0.087643	0
FBgn0040726	CG13439	chr2R	16585984	16637949	-	0.0861253	0.122206	0.0379957	0
FBgn0034546	CG13442	chr2R	16615328	16618115	-	0	0.0402743	0	0
FBgn0085230	CG34201	chr2R	16638334	16639640	-	0	0.0531465	0	0
FBgn0085231	CG34202	chr2R	16640004	16641256	+	0	0	0	0
FBgn0034548	CG13443	chr2R	16661188	16662837	+	0	0	0	0
FBgn0034550	CG15226	chr2R	16675822	16679643	-	0	0	0	0
FBgn0034551	CG15225	chr2R	16680472	16681191	+	0	0	0	0
FBgn0011674	CG11312	chr2R	16708716	16723706	-	1.73653	5.99205	0.816061	1.59567
FBgn0016984	CG9985	chr2R	16714786	16719994	-	61.4442	41.2372	58.8936	61.2647
FBgn0034552	CG17999	chr2R	16735459	16737586	-	0	0	0	0
FBgn0034553	CG9993	chr2R	16737603	16739662	-	0.0412426	0	0	0
FBgn0034554	CG15227	chr2R	16753606	16754481	+	0	0	0	0
FBgn0040653	CG15231	chr2R	16756197	16757008	-	0	0	0	0.0676046
FBgn0067905	IM14	chr2R	16757740	16758266	+	0	0	0	0
FBgn0050295	CG30295	chr2R	16758230	16766960	-	5.32629	3.89119	8.26763	5.04339
FBgn0034558	CG9236	chr2R	16767141	16770168	-	0.445968	0.427935	1.2361	0.126569
FBgn0015524	CG10036	chr2R	16771088	16790997	-	0.0755624	0.0855175	0.0666713	0
NA	noncoding_8222	chr2R	16784632	16785144	+	0	0	0	0
FBgn0034560	CG9235	chr2R	16797209	16798313	+	0	0	0	0
FBgn0020617	CG10052	chr2R	16804267	16824537	-	0	0.0202051	0	0
FBgn0000044	CG10067	chr2R	16831448	16834020	-	3.37472	4.96047	54.9409	5.5019
FBgn0053704	CG33704	chr2R	16837504	16838718	+	0	0	0	0
FBgn0008636	CG33152	chr2R	16842168	16848469	-	0	0.0354596	0.0737202	0
FBgn0034563	CG15649	chr2R	16860724	16861620	-	0	0	0.122231	0
FBgn0083951	CG34115	chr2R	16862954	16864444	-	0	0	0.14848	0
FBgn0034564	CG9344	chr2R	16864512	16865275	-	40.2461	57.3795	80.1212	47.0184
FBgn0034565	CG15650	chr2R	16865219	16866323	-	0.451031	0.304181	0.331634	0.147787
FBgn0034566	CG9313	chr2R	16868456	16871548	-	0.0559116	0.0474584	0.320663	0
FBgn0034567	CG15651	chr2R	16871338	16874000	-	0	0.258635	0.05377	0.019968
FBgn0034568	CG3216	chr2R	16874337	16878676	-	0.495024	3.23244	0.499201	0.370717
FBgn0034569	CG3221	chr2R	16879680	16881886	-	15.1172	17.3158	13.2309	20.3727
FBgn0261394	CG9327	chr2R	16882294	16883641	-	283.721	228.172	216.896	196.79
FBgn0034570	CG10543	chr2R	16883691	16895168	-	25.7863	45.0537	15.4533	36.4512
FBgn0050291	CG30291	chr2R	16895206	16897099	-	32.0018	32.2757	41.2837	31.8404
FBgn0001133	CG33133	chr2R	16897226	16899440	-	20.8067	19.7545	20.0433	27.0357
FBgn0034572	CG9346	chr2R	16899454	16903149	-	11.0799	12.451	12.5563	12.6452
FBgn0034573	CG3295	chr2R	16903098	16904951	-	56.0865	57.0466	44.5657	59.0241
FBgn0050296	CG30296	chr2R	16905276	16908932	-	0.0678124	0.341989	0	0
FBgn0034576	CG9350	chr2R	16912563	16913782	-	105.201	87.2585	92.0341	120.087
FBgn0003391	CG3722	chr2R	16937158	16944737	-	0.797926	5.92489	13.5841	7.39213
FBgn0034577	CG10540	chr2R	16945164	16947390	-	129.706	104.11	79.3793	100.932
FBgn0034578	CG15653	chr2R	16947284	16948239	-	8.94148	7.81586	11.215	6.4539
FBgn0034579	CG9353	chr2R	16948244	16949133	-	14.3943	11.9316	14.4524	16.7926
FBgn0034580	CG9357	chr2R	16949115	16950717	+	0	0	0	0
FBgn0050293	CG30293	chr2R	16950682	16952482	-	0.0946643	0	0.0417628	0.0310181
FBgn0022700	CG3986	chr2R	16952878	16954731	-	0.0479761	0	0	0.12576
FBgn0034582	CG10531	chr2R	16955378	16956986	-	0.0526305	0.0446733	0	0.206942
FBgn0034583	CG10527	chr2R	16957567	16960339	-	258.626	57.6937	85.4482	177.969
FBgn0003748	CG9364	chr2R	16961530	16975775	-	21.6385	22.2243	9.65988	18.4926
FBgn0034585	CG4030	chr2R	16975887	16978538	-	20.0955	18.5418	15.6347	23.5056
FBgn0085425	CG34396	chr2R	16979726	16989048	-	0.175514	0.33473	5.36211	0.475305
FBgn0011824	CG4038	chr2R	16982946	16984913	-	88.456	90.3746	52.0753	67.9677
FBgn0034588	CG9394	chr2R	17005898	17008214	-	0	0	0	0.0439021
FBgn0015721	CG9398	chr2R	17009001	17011220	-	0.0414852	0.0352131	0	0.0271864
FBgn0020312	CG4050	chr2R	17011224	17030067	-	56.621	56.8861	65.1177	65.1094
FBgn0002736	CG9401	chr2R	17016007	17017272	-	71.1009	92.2949	63.9972	55.3496
FBgn0034590	CG30388	chr2R	17016965	17030067	-	0	0	0	0
FBgn0034592	CG9406	chr2R	17029877	17030762	+	0	0	0	0
NA	noncoding_8304	chr2R	17030890	17031612	-	0.395696	0.340268	0.904033	0.623969
FBgn0021872	CG9415	chr2R	17030981	17033324	-	625.251	574.377	969.745	556.592
FBgn0026582	CG9418	chr2R	17033681	17035134	-	18.3092	41.4269	25.0915	22.1371
FBgn0034595	CG15657	chr2R	17034983	17035714	-	0	0	0	0
FBgn0050389	CG30389	chr2R	17035710	17048204	-	17.085	35.0001	20.4987	41.9645
FBgn0034598	CG4266	chr2R	17049194	17056237	-	32.1053	44.4778	43.8587	31.1919
FBgn0034599	CG9437	chr2R	17056464	17057515	-	19.0438	21.8335	32.1504	32.0387
FBgn0261067	CG4279	chr2R	17057389	17058198	-	23.0604	27.5099	37.6667	26.7513
FBgn0015844	CG9433	chr2R	17058379	17062009	-	28.5229	29.6566	24.907	22.8856
FBgn0003162	CG9441	chr2R	17062779	17070121	-	0.180814	1.41694	0.279699	2.22765
FBgn0034601	CG4286	chr2R	17065190	17066242	-	0.156722	0	0.138281	0.308113
